代码,名称,所属行业
SZ002849,威星智能,仪器仪表
SZ002850,科达利,电力设备
SZ002851,麦格米特,电力设备
SZ002852,道道全,农产品加工
SZ002853,皮阿诺,家用轻工
SZ002855,捷荣技术,消费电子
SZ002856,美芝股份,建筑装饰
SZ002857,三晖电气,电力设备
SZ002858,力盛体育,其他社会服务
SZ002859,洁美科技,其他电子
SZ002860,星帅尔,白色家电
SZ002861,瀛通通讯,消费电子
SZ002862,实丰文化,家用轻工
SZ002863,今飞凯达,汽车零部件
SZ002864,盘龙药业,中药
SZ002865,钧达股份,电力设备
SZ002866,传艺科技,消费电子
SZ002867,周大生,家用轻工
SZ002868,绿康生化,农业服务
SZ002869,金溢科技,其他电子
SZ002870,香山股份,汽车零部件
SZ002871,伟隆股份,通用设备
SZ002872,ST天圣,化学制药
SZ002873,新天药业,中药
SZ002875,安奈儿,服装家纺
SZ002876,三利谱,光学光电子
SZ002877,智能自控,通用设备
SZ002878,元隆雅图,专业服务
SZ002879,长缆科技,电力设备
SZ002880,卫光生物,生物制品
SZ002881,美格智能,消费电子
SZ002882,金龙羽,电力设备
SZ002883,中设股份,建筑装饰
SZ002884,凌霄泵业,通用设备
SZ002885,京泉华,消费电子
SZ002886,沃特股份,化工合成材料
SZ002887,绿茵生态,环保
SZ002888,惠威科技,消费电子
SZ002889,东方嘉盛,物流
SZ002890,弘宇股份,专用设备
SZ002891,中宠股份,农产品加工
SZ002892,科力尔,电力设备
SZ002893,华通热力,电力
SZ002895,川恒股份,化学制品
SZ002896,中大力德,通用设备
SZ002897,意华股份,通信设备
SZ002898,赛隆药业,化学制药
SZ002899,英派斯,家用轻工
SZ002900,哈三联,化学制药
SZ002901,大博医疗,医疗器械
SZ002902,铭普光磁,通信设备
SZ002903,宇环数控,通用设备
SZ002905,金逸影视,传媒
SZ002906,华阳集团,汽车零部件
SZ002907,华森制药,中药
SZ002908,德生科技,通信设备
SZ002909,集泰股份,化学制品
SZ002910,庄园牧场,食品加工制造
SZ002911,佛燃能源,燃气
SZ002912,中新赛克,计算机设备
SZ002913,奥士康,半导体及元件
SZ002915,中欣氟材,化学制品
SZ002916,深南电路,半导体及元件
SZ002917,金奥博,化学制品
SZ002918,蒙娜丽莎,家用轻工
SZ002919,名臣健康,美容护理
SZ002920,德赛西威,计算机应用
SZ002921,联诚精密,汽车零部件
SZ002922,伊戈尔,其他电子
SZ002923,润都股份,化学制药
SZ002925,盈趣科技,消费电子
SZ002926,华西证券,证券
SZ002927,泰永长征,电力设备
SZ002928,华夏航空,机场航运
SZ002929,润建股份,通信服务
SZ002930,宏川智慧,物流
SZ002931,锋龙股份,通用设备
SZ002932,明德生物,医疗器械
SZ002933,新兴装备,国防军工
SZ002935,天奥电子,国防军工
SZ002936,郑州银行,银行
SZ002937,兴瑞科技,消费电子
SZ002938,鹏鼎控股,半导体及元件
SZ002939,长城证券,证券
SZ002940,昂利康,化学制药
SZ002941,新疆交建,建筑装饰
SZ002942,新农股份,化学制品
SZ002943,宇晶股份,通用设备
SZ002945,华林证券,证券
SZ002946,新乳业,食品加工制造
SZ002947,恒铭达,消费电子
SZ002948,青岛银行,银行
SZ002949,华阳国际,建筑装饰
SZ002950,奥美医疗,医疗器械
SZ002951,金时科技,包装印刷
SZ002952,亚世光电,光学光电子
SZ002953,日丰股份,电力设备
SZ002955,鸿合科技,光学光电子
SZ002956,西麦食品,食品加工制造
SZ002957,科瑞技术,自动化设备
SZ002958,青农商行,银行
SZ002959,小熊电器,小家电
SZ002960,青鸟消防,专用设备
SZ002961,瑞达期货,保险及其他
SZ002962,五方光电,光学光电子
SZ002963,豪尔赛,建筑装饰
SZ002965,祥鑫科技,通用设备
SZ002966,苏州银行,银行
SZ002967,广电计量,专业服务
SZ002968,新大正,房地产服务
SZ002969,嘉美包装,包装印刷
SZ002970,锐明技术,计算机设备
SZ002971,和远气体,化学制品
SZ002972,科安达,非汽车交运
SZ002973,侨银股份,环保
SZ002975,博杰股份,自动化设备
SZ002976,瑞玛精密,汽车零部件
SZ002977,天箭科技,国防军工
SZ002978,安宁股份,小金属
SZ002979,雷赛智能,自动化设备
SZ002980,华盛昌,电力设备
SZ002981,朝阳科技,消费电子
SZ002982,湘佳股份,养殖业
SZ002983,芯瑞达,光学光电子
SZ002984,森麒麟,汽车零部件
SZ002985,北摩高科,国防军工
SZ002986,宇新股份,石油加工贸易
SZ002987,京北方,计算机应用
SZ002988,豪美新材,工业金属
SZ002989,中天精装,建筑装饰
SZ002990,盛视科技,计算机设备
SZ002991,甘源食品,食品加工制造
SZ002992,宝明科技,光学光电子
SZ002993,奥海科技,消费电子
SZ002995,天地在线,传媒
SZ002996,顺博合金,工业金属
SZ002997,瑞鹄模具,汽车零部件
SZ002998,优彩资源,化工合成材料
SZ002999,天禾股份,化学制品
SZ003000,劲仔食品,食品加工制造
SZ003001,中岩大地,建筑装饰
SZ003002,壶化股份,化学制品
SZ003003,天元股份,包装印刷
SZ003004,声迅股份,计算机设备
SZ003005,竞业达,计算机应用
SZ003006,百亚股份,美容护理
SZ003007,直真科技,计算机应用
SZ003008,开普检测,专业服务
SZ003009,中天火箭,国防军工
SZ003010,若羽臣,互联网电商
SZ003011,海象新材,家用轻工
SZ003012,东鹏控股,家用轻工
SZ003013,地铁设计,建筑装饰
SZ003015,日久光电,光学光电子
SZ003016,欣贺股份,服装家纺
SZ003017,大洋生物,化学原料
SZ003018,金富科技,包装印刷
SZ003019,宸展光电,光学光电子
SZ003020,立方制药,化学制药
SZ003021,兆威机电,电力设备
SZ003022,联泓新科,电力设备
SZ003023,彩虹集团,小家电
SZ003025,思进智能,通用设备
SZ003026,中晶科技,半导体及元件
SZ003027,同兴环保,环保
SZ003028,振邦智能,消费电子
SZ003029,吉大正元,计算机应用
SZ003030,祖名股份,农产品加工
SZ003031,中瓷电子,通信设备
SZ003032,传智教育,教育
SZ003033,征和工业,非汽车交运
SZ003035,南网能源,电力
SZ003036,泰坦股份,专用设备
SZ003037,三和管桩,建筑材料
SZ003038,鑫铂股份,工业金属
SZ003039,顺控发展,环保
SZ003040,楚天龙,通信设备
SZ003041,真爱美家,服装家纺
SZ003042,中农联合,化学制品
SZ003043,华亚智能,半导体及元件
SZ003816,中国广核,电力
SZ300001,特锐德,电力设备
SZ300002,神州泰岳,传媒
SZ300003,乐普医疗,医疗器械
SZ300004,南风股份,专用设备
SZ300005,探路者,服装家纺
SZ300006,莱美药业,化学制药
SZ300007,汉威科技,仪器仪表
SZ300008,天海防务,国防军工
SZ300009,安科生物,生物制品
SZ300010,豆神教育,教育
SZ300011,鼎汉技术,非汽车交运
SZ300012,华测检测,专业服务
SZ300013,新宁物流,物流
SZ300014,亿纬锂能,电力设备
SZ300015,爱尔眼科,医疗服务
SZ300016,北陆药业,化学制药
SZ300017,网宿科技,计算机应用
SZ300018,中元股份,电力设备
SZ300019,硅宝科技,化学制品
SZ300020,银江技术,计算机应用
SZ300021,大禹节水,农业服务
SZ300022,吉峰科技,零售
SZ300024,机器人,自动化设备
SZ300025,华星创业,通信服务
SZ300026,红日药业,中药
SZ300027,华谊兄弟,传媒
SZ300029,ST天龙,电力设备
SZ300030,阳普医疗,医疗器械
SZ300031,宝通科技,传媒
SZ300032,金龙机电,消费电子
SZ300033,同花顺,计算机应用
SZ300034,钢研高纳,国防军工
SZ300035,中科电气,电力设备
SZ300036,超图软件,计算机应用
SZ300037,新宙邦,电力设备
SZ300039,上海凯宝,中药
SZ300040,九洲集团,电力设备
SZ300041,回天新材,化学制品
SZ300042,朗科科技,计算机设备
SZ300043,星辉娱乐,传媒
SZ300044,赛为智能,计算机应用
SZ300045,华力创通,国防军工
SZ300046,台基股份,半导体及元件
SZ300047,天源迪科,计算机应用
SZ300048,合康新能,自动化设备
SZ300049,福瑞股份,医疗器械
SZ300050,世纪鼎利,通信服务
SZ300051,三五互联,传媒
SZ300052,中青宝,传媒
SZ300053,欧比特,半导体及元件
SZ300054,鼎龙股份,电子化学品
SZ300055,万邦达,石油加工贸易
SZ300056,中创环保,环保
SZ300057,万顺新材,工业金属
SZ300058,蓝色光标,传媒
SZ300059,东方财富,证券
SZ300061,旗天科技,传媒
SZ300062,中能电气,电力设备
SZ300063,天龙集团,传媒
SZ300065,海兰信,国防军工
SZ300066,三川智慧,仪器仪表
SZ300067,安诺其,化学制品
SZ300068,南都电源,电力设备
SZ300069,金利华电,电力设备
SZ300070,碧水源,环保
SZ300071,福石控股,传媒
SZ300072,三聚环保,环保
SZ300073,当升科技,电力设备
SZ300074,华平股份,计算机应用
SZ300075,数字政通,计算机应用
SZ300076,GQY视讯,光学光电子
SZ300077,国民技术,半导体及元件
SZ300078,思创医惠,计算机应用
SZ300079,数码视讯,计算机应用
SZ300080,易成新能,电力设备
SZ300081,恒信东方,通信服务
SZ300082,奥克股份,化学原料
SZ300083,创世纪,通用设备
SZ300084,海默科技,专用设备
SZ300085,银之杰,计算机应用
SZ300086,康芝药业,化学制药
SZ300087,荃银高科,种植业与林业
SZ300088,长信科技,光学光电子
SZ300089,*ST文化,教育
SZ300091,金通灵,通用设备
SZ300092,科新机电,通用设备
SZ300093,金刚玻璃,建筑材料
SZ300094,国联水产,养殖业
SZ300095,华伍股份,通用设备
SZ300096,易联众,计算机应用
SZ300097,智云股份,自动化设备
SZ300098,高新兴,计算机应用
SZ300099,精准信息,专用设备
SZ300100,双林股份,汽车零部件
SZ300101,振芯科技,国防军工
SZ300102,乾照光电,光学光电子
SZ300103,达刚控股,环保
SZ300105,龙源技术,电力设备
SZ300106,西部牧业,食品加工制造
SZ300107,建新股份,化学制品
SZ300108,*ST吉药,中药
SZ300109,新开源,医疗服务
SZ300110,华仁药业,化学制药
SZ300111,向日葵,化学制药
SZ300112,万讯自控,仪器仪表
SZ300113,顺网科技,通信服务
SZ300114,中航电测,国防军工
SZ300115,长盈精密,消费电子
SZ300116,保力新,电力设备
SZ300117,嘉寓股份,建筑装饰
SZ300118,东方日升,电力设备
SZ300119,瑞普生物,农业服务
SZ300120,经纬辉开,光学光电子
SZ300121,阳谷华泰,化工合成材料
SZ300122,智飞生物,生物制品
SZ300123,亚光科技,国防军工
SZ300124,汇川技术,自动化设备
SZ300125,聆达股份,电力设备
SZ300126,锐奇股份,通用设备
SZ300127,银河磁体,金属新材料
SZ300128,锦富技术,光学光电子
SZ300129,泰胜风能,电力设备
SZ300130,新国都,计算机设备
SZ300131,英唐智控,消费电子
SZ300132,青松股份,美容护理
SZ300133,华策影视,传媒
SZ300134,大富科技,通信设备
SZ300135,宝利国际,石油加工贸易
SZ300136,信维通信,消费电子
SZ300137,先河环保,环保
SZ300138,晨光生物,农产品加工
SZ300139,晓程科技,贵金属
SZ300140,中环装备,环保
SZ300141,和顺电气,电力设备
SZ300142,沃森生物,生物制品
SZ300143,盈康生命,医疗服务
SZ300144,宋城演艺,景点及旅游
SZ300145,中金环境,通用设备
SZ300146,汤臣倍健,食品加工制造
SZ300147,香雪制药,中药
SZ300148,天舟文化,传媒
SZ300149,睿智医药,医疗服务
SZ300150,世纪瑞尔,计算机应用
SZ300151,昌红科技,专用设备
SZ300152,科融环境,环保
SZ300153,科泰电源,电力设备
SZ300154,瑞凌股份,通用设备
SZ300155,安居宝,计算机设备
SZ300157,恒泰艾普,油气开采及服务
SZ300158,振东制药,化学制药
SZ300159,ST新研,国防军工
SZ300160,秀强股份,白色家电
SZ300161,华中数控,通用设备
SZ300162,雷曼光电,光学光电子
SZ300163,先锋新材,化学制品
SZ300164,通源石油,油气开采及服务
SZ300165,天瑞仪器,仪器仪表
SZ300166,东方国信,计算机应用
SZ300167,迪威迅,计算机应用
SZ300168,万达信息,计算机应用
SZ300169,天晟新材,化学制品
SZ300170,汉得信息,计算机应用
SZ300171,东富龙,医疗器械
SZ300172,中电环保,环保
SZ300173,福能东方,电力设备
SZ300174,元力股份,化学制品
SZ300175,朗源股份,农产品加工
SZ300176,派生科技,汽车零部件
SZ300177,中海达,国防军工
SZ300179,四方达,通用设备
SZ300180,华峰超纤,化工合成材料
SZ300181,佐力药业,中药
SZ300182,捷成股份,传媒
SZ300183,东软载波,通信设备
SZ300184,力源信息,其他电子
SZ300185,通裕重工,电力设备
SZ300187,永清环保,环保
SZ300188,美亚柏科,计算机应用
SZ300189,神农科技,种植业与林业
SZ300190,维尔利,环保
SZ300191,潜能恒信,油气开采及服务
SZ300192,科德教育,教育
SZ300193,佳士科技,通用设备
SZ300194,福安药业,化学制药
SZ300195,长荣股份,专用设备
SZ300196,长海股份,建筑材料
SZ300197,节能铁汉,环保
SZ300198,纳川股份,建筑材料
SZ300199,翰宇药业,化学制药
SZ300200,高盟新材,化学制品
SZ300201,*ST海伦,专用设备
SZ300203,聚光科技,仪器仪表
SZ300204,舒泰神,生物制品
SZ300205,天喻信息,通信设备
SZ300206,理邦仪器,医疗器械
SZ300207,欣旺达,电力设备
SZ300208,青岛中程,综合
SZ300209,天泽信息,互联网电商
SZ300210,森远股份,专用设备
SZ300211,亿通科技,通信服务
SZ300212,易华录,计算机应用
SZ300213,佳讯飞鸿,通信设备
SZ300214,日科化学,化工合成材料
SZ300215,电科院,专业服务
SZ300217,东方电热,白色家电
SZ300218,安利股份,化工合成材料
SZ300219,鸿利智汇,光学光电子
SZ300220,金运激光,自动化设备
SZ300221,银禧科技,化工合成材料
SZ300222,科大智能,电力设备
SZ300223,北京君正,半导体及元件
SZ300224,正海磁材,金属新材料
SZ300225,金力泰,化学制品
SZ300226,上海钢联,计算机应用
SZ300227,光韵达,自动化设备
SZ300228,富瑞特装,通用设备
SZ300229,拓尔思,计算机应用
SZ300230,永利股份,化工合成材料
SZ300231,银信科技,计算机应用
SZ300232,洲明科技,光学光电子
SZ300233,金城医药,化学制药
SZ300234,开尔新材,建筑材料
SZ300235,方直科技,计算机应用
SZ300236,上海新阳,电子化学品
SZ300237,美晨生态,建筑装饰
SZ300238,冠昊生物,医疗器械
SZ300239,东宝生物,生物制品
SZ300240,飞力达,物流
SZ300241,瑞丰光电,光学光电子
SZ300242,佳云科技,传媒
SZ300243,瑞丰高材,化工合成材料
SZ300244,迪安诊断,医疗服务
SZ300245,天玑科技,计算机应用
SZ300246,宝莱特,医疗器械
SZ300247,融捷健康,小家电
SZ300248,新开普,计算机应用
SZ300249,依米康,计算机设备
SZ300250,初灵信息,计算机应用
SZ300251,光线传媒,传媒
SZ300252,金信诺,国防军工
SZ300253,卫宁健康,计算机应用
SZ300254,仟源医药,化学制药
SZ300255,常山药业,化学制药
SZ300256,*ST星星,消费电子
SZ300257,开山股份,通用设备
SZ300258,精锻科技,汽车零部件
SZ300259,新天科技,仪器仪表
SZ300260,新莱应材,包装印刷
SZ300261,雅本化学,化学制品
SZ300262,巴安水务,环保
SZ300263,隆华科技,通用设备
SZ300264,佳创视讯,计算机应用
SZ300265,通光线缆,电力设备
SZ300266,兴源环境,环保
SZ300267,尔康制药,化学制药
SZ300268,佳沃食品,农产品加工
SZ300269,ST联建,光学光电子
SZ300270,中威电子,计算机设备
SZ300271,华宇软件,计算机应用
SZ300272,开能健康,小家电
SZ300273,*ST和佳,医疗器械
SZ300274,阳光电源,电力设备
SZ300275,梅安森,专用设备
SZ300276,三丰智能,自动化设备
SZ300277,海联讯,计算机应用
SZ300278,华昌达,自动化设备
SZ300279,和晶科技,消费电子
SZ300280,紫天科技,传媒
SZ300281,金明精机,专用设备
SZ300282,ST三盛,教育
SZ300283,温州宏丰,电力设备
SZ300284,苏交科,建筑装饰
SZ300285,国瓷材料,化学制品
SZ300286,安科瑞,电力设备
SZ300287,飞利信,计算机应用
SZ300288,朗玛信息,计算机应用
SZ300289,利德曼,医疗器械
SZ300290,荣科科技,计算机应用
SZ300291,百纳千成,传媒
SZ300292,吴通控股,通信服务
SZ300293,蓝英装备,专用设备
SZ300294,博雅生物,生物制品
SZ300295,三六五网,传媒
SZ300296,利亚德,光学光电子
SZ300297,*ST蓝盾,计算机应用
SZ300298,三诺生物,医疗器械
SZ300299,富春股份,传媒
SZ300300,海峡创新,计算机应用
SZ300301,*ST长方,光学光电子
SZ300302,同有科技,计算机设备
SZ300303,聚飞光电,光学光电子
SZ300304,云意电气,汽车零部件
SZ300305,裕兴股份,化工合成材料
SZ300306,远方信息,仪器仪表
SZ300307,慈星股份,专用设备
SZ300308,中际旭创,通信设备
SZ300309,*ST吉艾,保险及其他
SZ300310,宜通世纪,通信服务
SZ300311,任子行,计算机应用
SZ300313,ST天山,养殖业
SZ300314,戴维医疗,医疗器械
SZ300315,掌趣科技,传媒
SZ300316,晶盛机电,电力设备
SZ300317,珈伟新能,电力
SZ300318,博晖创新,医疗器械
SZ300319,麦捷科技,半导体及元件
SZ300320,海达股份,化工合成材料
SZ300321,同大股份,化工合成材料
SZ300322,硕贝德,消费电子
SZ300323,华灿光电,光学光电子
SZ300324,旋极信息,计算机设备
SZ300326,凯利泰,医疗器械
SZ300327,中颖电子,半导体及元件
SZ300328,宜安科技,小金属
SZ300329,海伦钢琴,家用轻工
SZ300330,华虹计通,计算机设备
SZ300331,苏大维格,光学光电子
SZ300332,天壕环境,燃气
SZ300333,兆日科技,计算机设备
SZ300334,津膜科技,化工合成材料
SZ300335,迪森股份,电力
SZ300336,*ST新文,传媒
SZ300337,银邦股份,工业金属
SZ300338,ST开元,教育
SZ300339,润和软件,计算机应用
SZ300340,科恒股份,电力设备
SZ300341,麦克奥迪,仪器仪表
SZ300342,天银机电,白色家电
SZ300343,联创股份,化学制品
SZ300344,立方数科,计算机应用
SZ300345,华民股份,通用设备
SZ300346,南大光电,电子化学品
SZ300347,泰格医药,医疗服务
SZ300348,长亮科技,计算机应用
SZ300349,金卡智能,仪器仪表
SZ300350,华鹏飞,计算机应用
SZ300351,永贵电器,非汽车交运
SZ300352,北信源,计算机应用
SZ300353,东土科技,通信设备
SZ300354,东华测试,仪器仪表
SZ300355,蒙草生态,环保
SZ300356,*ST光一,电力设备
SZ300357,我武生物,生物制品
SZ300358,楚天科技,医疗器械
SZ300359,全通教育,教育
SZ300360,炬华科技,电力设备
SZ300363,博腾股份,医疗服务
SZ300364,中文在线,传媒
SZ300365,恒华科技,计算机应用
SZ300366,创意信息,计算机应用
SZ300368,汇金股份,计算机设备
SZ300369,绿盟科技,计算机应用
SZ300370,*ST安控,仪器仪表
SZ300371,汇中股份,仪器仪表
SZ300373,扬杰科技,半导体及元件
SZ300374,中铁装配,建筑材料
SZ300375,鹏翎股份,汽车零部件
SZ300376,易事特,电力设备
SZ300377,赢时胜,计算机应用
SZ300378,鼎捷软件,计算机应用
SZ300379,东方通,计算机应用
SZ300380,安硕信息,计算机应用
SZ300381,溢多利,化学制药
SZ300382,斯莱克,专用设备
SZ300383,光环新网,计算机应用
SZ300384,三联虹普,建筑装饰
SZ300385,雪浪环境,环保
SZ300386,飞天诚信,计算机设备
SZ300387,富邦股份,化学制品
SZ300388,节能国祯,环保
SZ300389,艾比森,光学光电子
SZ300390,天华超净,电力设备
SZ300391,康跃科技,中药
SZ300392,*ST腾信,传媒
SZ300393,中来股份,电力设备
SZ300394,天孚通信,通信设备
SZ300395,菲利华,国防军工
SZ300396,迪瑞医疗,医疗器械
SZ300397,天和防务,国防军工
SZ300398,飞凯材料,电子化学品
SZ300399,天利科技,计算机应用
SZ300400,劲拓股份,自动化设备
SZ300401,花园生物,化学制药
SZ300402,宝色股份,通用设备
SZ300403,汉宇集团,白色家电
SZ300404,博济医药,医疗服务
SZ300405,科隆股份,化学制品
SZ300406,九强生物,医疗器械
SZ300407,凯发电气,电力设备
SZ300408,三环集团,半导体及元件
SZ300409,道氏技术,电力设备
SZ300410,正业科技,仪器仪表
SZ300411,金盾股份,专用设备
SZ300412,迦南科技,专用设备
SZ300413,芒果超媒,传媒
SZ300414,中光防雷,通信设备
SZ300415,伊之密,专用设备
SZ300416,苏试试验,专业服务
SZ300417,南华仪器,仪器仪表
SZ300418,昆仑万维,传媒
SZ300419,浩丰科技,计算机应用
SZ300420,五洋停车,通用设备
SZ300421,力星股份,通用设备
SZ300422,博世科,环保
SZ300423,昇辉科技,电力设备
SZ300424,航新科技,国防军工
SZ300425,中建环能,环保
SZ300426,唐德影视,传媒
SZ300427,红相股份,电力设备
SZ300428,立中集团,汽车零部件
SZ300429,强力新材,电子化学品
SZ300430,诚益通,通用设备
SZ300432,富临精工,汽车零部件
SZ300433,蓝思科技,消费电子
SZ300434,金石亚药,化学制药
SZ300435,中泰股份,燃气
SZ300436,广生堂,化学制药
SZ300437,清水源,化学制品
SZ300438,鹏辉能源,电力设备
SZ300439,美康生物,医疗器械
SZ300440,运达科技,计算机应用
SZ300441,鲍斯股份,通用设备
SZ300442,普丽盛,包装印刷
SZ300443,金雷股份,电力设备
SZ300444,双杰电气,电力设备
SZ300445,康斯特,仪器仪表
SZ300446,乐凯新材,电子化学品
SZ300447,全信股份,国防军工
SZ300448,浩云科技,计算机应用
SZ300449,汉邦高科,计算机设备
SZ300450,先导智能,电力设备
SZ300451,创业慧康,计算机应用
SZ300452,山河药辅,化学制药
SZ300453,三鑫医疗,医疗器械
SZ300454,深信服,计算机应用
SZ300455,康拓红外,计算机设备
SZ300456,赛微电子,半导体及元件
SZ300457,赢合科技,电力设备
SZ300458,全志科技,半导体及元件
SZ300459,汤姆猫,传媒
SZ300460,惠伦晶体,半导体及元件
SZ300461,田中精机,自动化设备
SZ300462,华铭智能,计算机设备
SZ300463,迈克生物,医疗器械
SZ300464,星徽股份,互联网电商
SZ300465,高伟达,计算机应用
SZ300466,赛摩智能,电力设备
SZ300467,迅游科技,传媒
SZ300468,四方精创,计算机应用
SZ300469,信息发展,计算机应用
SZ300470,中密控股,通用设备
SZ300471,厚普股份,专用设备
SZ300472,新元科技,专用设备
SZ300473,德尔股份,汽车零部件
SZ300474,景嘉微,国防军工
SZ300475,香农芯创,其他电子
SZ300476,胜宏科技,半导体及元件
SZ300477,合纵科技,电力设备
SZ300478,杭州高新,化工合成材料
SZ300479,神思电子,计算机设备
SZ300480,光力科技,专用设备
SZ300481,濮阳惠成,电子化学品
SZ300482,万孚生物,医疗器械
SZ300483,首华燃气,油气开采及服务
SZ300484,蓝海华腾,自动化设备
SZ300485,赛升药业,生物制品
SZ300486,东杰智能,自动化设备
SZ300487,蓝晓科技,化工合成材料
SZ300488,恒锋工具,通用设备
SZ300489,光智科技,工业金属
SZ300490,华自科技,电力设备
SZ300491,通合科技,电力设备
SZ300492,华图山鼎,建筑装饰
SZ300493,润欣科技,其他电子
SZ300494,盛天网络,传媒
SZ300495,*ST美尚,环保
SZ300496,中科创达,计算机应用
SZ300497,富祥药业,化学制药
SZ300498,温氏股份,养殖业
SZ300499,高澜股份,专用设备
SZ300500,启迪设计,建筑装饰
SZ300501,海顺新材,包装印刷
SZ300502,新易盛,通信设备
SZ300503,昊志机电,通用设备
SZ300504,天邑股份,通信设备
SZ300505,川金诺,化学制品
SZ300506,名家汇,建筑装饰
SZ300507,苏奥传感,汽车零部件
SZ300508,维宏股份,计算机设备
SZ300509,新美星,专用设备
SZ300510,金冠股份,电力设备
SZ300511,雪榕生物,种植业与林业
SZ300512,中亚股份,专用设备
SZ300513,恒实科技,通信服务
SZ300514,友讯达,电力设备
SZ300515,三德科技,仪器仪表
SZ300516,久之洋,其他电子
SZ300517,海波重科,建筑装饰
SZ300518,盛讯达,传媒
SZ300519,新光药业,中药
SZ300520,科大国创,计算机应用
SZ300521,爱司凯,专用设备
SZ300522,世名科技,化学制品
SZ300523,辰安科技,计算机应用
SZ300525,博思软件,计算机应用
SZ300526,*ST中潜,服装家纺
SZ300527,中船应急,国防军工
SZ300528,幸福蓝海,传媒
SZ300529,健帆生物,医疗器械
SZ300530,达志科技,化学制品
SZ300531,优博讯,计算机设备
SZ300532,今天国际,计算机应用
SZ300533,冰川网络,传媒
SZ300534,陇神戎发,中药
SZ300535,达威股份,化学制品
SZ300536,农尚环境,建筑装饰
SZ300537,广信材料,电子化学品
SZ300538,同益股份,化工合成材料
SZ300539,横河精密,化工合成材料
SZ300540,蜀道装备,专用设备
SZ300541,先进数通,计算机应用
SZ300542,新晨科技,计算机应用
SZ300543,朗科智能,消费电子
SZ300545,联得装备,光学光电子
SZ300546,雄帝科技,计算机设备
SZ300547,川环科技,汽车零部件
SZ300548,博创科技,通信设备
SZ300549,优德精密,专用设备
SZ300550,和仁科技,计算机应用
SZ300551,古鳌科技,计算机设备
SZ300552,万集科技,计算机设备
SZ300553,集智股份,仪器仪表
SZ300554,三超新材,通用设备
SZ300555,路通视信,通信设备
SZ300556,丝路视觉,计算机应用
SZ300557,理工光科,仪器仪表
SZ300558,贝达药业,化学制药
SZ300559,佳发教育,计算机应用
SZ300560,中富通,通信服务
SZ300561,汇金科技,计算机应用
SZ300562,乐心医疗,医疗器械
SZ300563,神宇股份,通信设备
SZ300564,筑博设计,建筑装饰
SZ300565,科信技术,通信设备
SZ300566,激智科技,光学光电子
SZ300567,精测电子,仪器仪表
SZ300568,星源材质,电力设备
SZ300569,天能重工,电力设备
SZ300570,太辰光,通信设备
SZ300571,平治信息,传媒
SZ300572,安车检测,专业服务
SZ300573,兴齐眼药,化学制药
SZ300575,中旗股份,化学制品
SZ300576,容大感光,电子化学品
SZ300577,开润股份,纺织制造
SZ300578,会畅通讯,通信服务
SZ300579,数字认证,计算机应用
SZ300580,贝斯特,汽车零部件
SZ300581,晨曦航空,国防军工
SZ300582,英飞特,光学光电子
SZ300583,赛托生物,化学制药
SZ300584,海辰药业,化学制药
SZ300585,奥联电子,汽车零部件
SZ300586,美联新材,化工合成材料
SZ300587,天铁股份,化工合成材料
SZ300588,熙菱信息,计算机设备
SZ300589,江龙船艇,国防军工
SZ300590,移为通信,通信设备
SZ300591,万里马,服装家纺
SZ300592,华凯易佰,互联网电商
SZ300593,新雷能,电力设备
SZ300594,朗进科技,非汽车交运
SZ300595,欧普康视,医疗器械
SZ300596,利安隆,化学制品
SZ300597,吉大通信,通信服务
SZ300598,诚迈科技,计算机应用
SZ300599,雄塑科技,建筑材料
SZ300600,国瑞科技,国防军工
SZ300601,康泰生物,生物制品
SZ300602,飞荣达,消费电子
SZ300603,立昂技术,通信服务
SZ300604,长川科技,半导体及元件
SZ300605,恒锋信息,计算机应用
SZ300606,金太阳,通用设备
SZ300607,拓斯达,自动化设备
SZ300608,思特奇,计算机应用
SZ300609,汇纳科技,计算机应用
SZ300610,晨化股份,化学制品
SZ300611,美力科技,汽车零部件
SZ300612,宣亚国际,传媒
SZ300613,富瀚微,半导体及元件
SZ300614,百川畅银,环保
SZ300615,欣天科技,通信设备
SZ300616,尚品宅配,家用轻工
SZ300617,安靠智电,电力设备
SZ300618,寒锐钴业,小金属
SZ300619,金银河,电力设备
SZ300620,光库科技,通信设备
SZ300621,维业股份,建筑装饰
SZ300622,博士眼镜,零售
SZ300623,捷捷微电,半导体及元件
SZ300624,万兴科技,计算机应用
SZ300625,三雄极光,光学光电子
SZ300626,华瑞股份,电力设备
SZ300627,华测导航,通信设备
SZ300628,亿联网络,通信设备
SZ300629,新劲刚,国防军工
SZ300630,普利制药,化学制药
SZ300631,久吾高科,环保
SZ300632,光莆股份,光学光电子
SZ300633,开立医疗,医疗器械
SZ300634,彩讯股份,计算机应用
SZ300635,中达安,建筑装饰
SZ300636,同和药业,化学制药
SZ300637,扬帆新材,电子化学品
SZ300638,广和通,通信设备
SZ300639,凯普生物,医疗器械
SZ300640,德艺文创,家用轻工
SZ300641,正丹股份,化学制品
SZ300642,透景生命,医疗器械
SZ300643,万通智控,汽车零部件
SZ300644,南京聚隆,化工合成材料
SZ300645,正元智慧,计算机设备
SZ300647,超频三,光学光电子
SZ300648,星云股份,电力设备
SZ300649,杭州园林,建筑装饰
SZ300650,太龙股份,其他电子
SZ300651,金陵体育,家用轻工
